CustomerID,ProdTaken,Age,Company Invited,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,insurance,TypeofContact
203827,0,37,Company Invited,1,16,Salaried,Male,4,2,Basic,4,Married,3,0,5,1,1,Executive,21488,0,Company Invited
203828,0,35,Self Enquiry,3,7,Small Business,Male,3,4,Standard,3,Unmarried,3,0,5,1,1,Senior Manager,28566,1,Self Enquiry
203829,0,35,Self Enquiry,3,20,Small Business,Male,3,4,Standard,3,Married,3,0,1,1,2,Senior Manager,27306,1,Self Enquiry
203830,0,27,Self Enquiry,1,7,Small Business,Male,4,4,Basic,5,Unmarried,2,0,5,1,3,Executive,21545,0,Self Enquiry
203831,0,30,Self Enquiry,1,7,Salaried,Male,3,4,Deluxe,5,Married,2,0,3,1,1,Manager,24051,0,Self Enquiry
203832,0,33,Company Invited,1,22,Small Business,Female,3,4,Deluxe,3,Married,7,0,3,0,2,Manager,25345,0,Company Invited
203833,0,32,Company Invited,1,7,Salaried,Male,3,6,Deluxe,5,Married,3,0,1,1,2,Manager,23681,0,Company Invited
203834,1,29,Self Enquiry,1,24,Large Business,Male,3,5,Basic,3,Married,7,0,3,0,2,Executive,21045,1,Self Enquiry
203835,0,39,Self Enquiry,3,7,Salaried,Male,3,5,Basic,5,Unmarried,6,0,3,0,2,Executive,21536,0,Self Enquiry
203836,0,36,Self Enquiry,3,14,Salaried,Female,3,4,Deluxe,3,Married,3,1,4,1,2,Manager,23882,0,Self Enquiry
203837,0,28,Self Enquiry,3,16,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,1,0,2,Manager,22783,0,Self Enquiry
203838,0,33,Self Enquiry,1,12,Salaried,Male,3,5,Deluxe,3,Unmarried,2,0,1,0,2,Manager,28357,0,Self Enquiry
203839,1,32,Company Invited,3,33,Small Business,Male,4,4,Deluxe,3,Married,3,1,3,0,2,Manager,24295,1,Company Invited
203840,1,54,Self Enquiry,3,31,Salaried,Male,4,4,Standard,5,Single,8,1,3,1,3,Senior Manager,29126,1,Self Enquiry
203841,0,55,Self Enquiry,1,16,Salaried,Female,4,4,Deluxe,3,Married,5,0,5,0,2,Manager,21575,0,Self Enquiry
203842,0,34,Company Invited,1,14,Salaried,Male,3,4,Deluxe,3,Married,3,0,5,1,2,Manager,24646,0,Company Invited
203843,0,44,Self Enquiry,1,18,Salaried,Male,2,4,Standard,3,Married,3,0,1,1,1,Senior Manager,26188,1,Self Enquiry
203844,0,39,Company Invited,2,7,Salaried,Male,3,4,Basic,4,Married,2,1,1,1,2,Executive,21669,0,Company Invited
203845,0,56,Self Enquiry,2,33,Salaried,Male,4,2,King,,Married,6,1,5,1,3,VP,38314,1,Self Enquiry
203846,0,32,Self Enquiry,1,,Small Business,Female,3,6,Basic,3,Married,3,1,5,1,1,Executive,19807,0,Self Enquiry
203847,0,40,Self Enquiry,3,22,Small Business,Male,4,4,Super Deluxe,5,Single,2,0,1,1,3,AVP,32019,1,Self Enquiry
203848,0,43,Company Invited,1,30,Salaried,Male,3,5,Deluxe,3,Unmarried,3,0,3,1,2,Manager,23010,0,Company Invited
203849,0,32,Company Invited,1,17,Small Business,Female,3,4,Standard,3,Married,6,0,1,1,2,Senior Manager,29709,1,Company Invited
203850,0,55,Self Enquiry,1,17,Small Business,Female,4,4,Deluxe,5,Unmarried,8,1,1,0,1,Manager,23118,0,Self Enquiry
203851,0,25,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Unmarried,3,0,3,1,2,Manager,23295,0,Self Enquiry
203852,0,24,Self Enquiry,1,19,Salaried,Male,4,4,Basic,3,Unmarried,3,0,5,1,1,Executive,21325,0,Self Enquiry
203853,0,41,Company Invited,1,18,Large Business,Female,4,4,Deluxe,3,Married,3,0,3,1,2,Manager,25001,0,Company Invited
203854,0,41,Self Enquiry,3,9,Small Business,Female,4,4,Deluxe,4,Married,5,0,3,1,2,Manager,24355,0,Self Enquiry
203855,0,26,Self Enquiry,2,9,Salaried,Female,3,4,Basic,4,Married,6,0,4,0,1,Executive,20865,0,Self Enquiry
203856,0,31,Self Enquiry,1,7,Small Business,Male,4,4,Basic,4,Married,3,0,5,0,2,Executive,22426,0,Self Enquiry
203857,0,26,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Married,8,1,5,0,1,Executive,22655,0,Self Enquiry
203858,0,48,Self Enquiry,1,32,Small Business,Male,3,4,Standard,3,Unmarried,4,0,3,1,1,Senior Manager,27311,1,Self Enquiry
203859,0,34,Company Invited,1,7,Small Business,Male,3,5,Basic,3,Married,3,0,3,0,1,Executive,20686,0,Company Invited
203860,0,39,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,4,Married,2,0,4,1,2,Manager,23118,0,Self Enquiry
203861,0,32,Self Enquiry,3,9,Salaried,Male,3,4,Basic,3,Married,2,0,4,1,1,Executive,21745,0,Self Enquiry
203862,0,39,Company Invited,1,13,Salaried,Male,4,5,Deluxe,3,Married,4,0,4,1,2,Manager,23999,0,Company Invited
203863,0,43,Self Enquiry,1,25,Salaried,Male,3,4,Deluxe,5,Married,8,1,1,0,1,Manager,24088,0,Self Enquiry
203864,0,42,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Married,5,0,1,0,1,Executive,21460,0,Self Enquiry
203865,0,48,Company Invited,1,7,Small Business,Female,4,4,Standard,4,Married,2,0,5,0,1,Senior Manager,30635,1,Company Invited
203866,0,36,Self Enquiry,1,18,Small Business,Male,3,4,Basic,3,Married,2,1,5,0,1,Executive,21338,0,Self Enquiry
203867,0,23,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Unmarried,2,0,3,0,3,Executive,22053,0,Self Enquiry
203868,0,36,Self Enquiry,1,16,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,4,0,2,Manager,23776,0,Self Enquiry
203869,0,34,Self Enquiry,1,22,Small Business,Female,4,4,Deluxe,3,Married,2,1,1,1,2,Manager,23556,0,Self Enquiry
203870,0,33,Self Enquiry,1,36,Salaried,Female,3,5,Basic,4,Unmarried,3,0,3,1,1,Executive,21515,0,Self Enquiry
203871,0,41,Self Enquiry,1,7,Salaried,Male,3,4,Basic,3,Married,2,0,1,0,1,Executive,21084,0,Self Enquiry
203872,0,33,Self Enquiry,3,7,Small Business,Male,4,5,Basic,4,Married,2,0,1,0,3,Executive,20947,0,Self Enquiry
203873,0,40,Self Enquiry,1,31,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,4,1,1,Manager,22786,0,Self Enquiry
203874,0,39,Self Enquiry,1,17,Small Business,Female,3,6,Standard,3,Married,5,0,1,1,2,Senior Manager,31884,1,Self Enquiry
203875,0,33,Self Enquiry,3,7,Small Business,Female,3,4,Standard,3,Married,3,0,5,1,1,Senior Manager,29100,1,Self Enquiry
203876,0,38,Self Enquiry,1,17,Salaried,Female,3,2,Standard,3,Married,3,1,1,0,2,Senior Manager,32422,1,Self Enquiry
203877,0,26,Self Enquiry,3,15,Salaried,Female,3,4,Deluxe,3,Married,2,1,1,1,2,Manager,23585,0,Self Enquiry
203878,0,53,Company Invited,3,127,Salaried,Male,3,4,Basic,3,Married,4,0,1,1,2,Executive,22160,0,Company Invited
203879,0,45,Self Enquiry,1,7,Small Business,Male,3,4,Basic,3,Single,8,1,4,0,2,Executive,21114,0,Self Enquiry
203880,0,22,Self Enquiry,3,12,Small Business,Male,3,4,Basic,5,Single,3,1,1,1,1,Executive,21058,0,Self Enquiry
203881,0,40,Company Invited,1,16,Salaried,Male,3,4,King,3,Single,,0,4,0,2,VP,38109,1,Company Invited
203882,1,24,Company Invited,3,16,Small Business,Male,3,4,Basic,5,Married,3,0,5,1,1,Executive,20468,1,Company Invited
203883,0,37,Self Enquiry,3,10,Small Business,Female,4,5,Standard,3,Married,2,0,3,1,1,Senior Manager,26322,1,Self Enquiry
203884,0,37,Company Invited,1,11,Salaried,Female,4,4,Deluxe,4,Married,2,0,3,1,2,Manager,23809,0,Company Invited
203885,0,57,Company Invited,1,7,Salaried,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,24984,0,Company Invited
203886,1,30,Self Enquiry,1,7,Small Business,Male,3,4,Basic,3,Married,2,1,3,1,1,Executive,23465,1,Self Enquiry
203887,0,43,Self Enquiry,1,9,Salaried,Male,3,4,King,3,Married,,0,3,1,2,VP,37558,1,Self Enquiry
203888,1,57,Self Enquiry,1,14,Large Business,Male,4,4,Basic,3,Married,2,0,4,1,3,Executive,21017,1,Self Enquiry
203889,0,42,Self Enquiry,1,35,Salaried,Female,3,5,Super Deluxe,4,Married,2,0,5,1,2,AVP,32248,1,Self Enquiry
203890,0,35,Self Enquiry,3,35,Small Business,Female,4,5,Deluxe,3,Married,3,0,5,1,1,Manager,25390,0,Self Enquiry
203891,0,37,Company Invited,3,22,Small Business,Male,3,6,Deluxe,3,Married,3,0,1,1,1,Manager,24084,0,Company Invited
203892,0,42,Self Enquiry,3,10,Salaried,Male,3,5,Deluxe,4,Married,4,0,3,0,2,Manager,27616,0,Self Enquiry
203893,0,33,Self Enquiry,1,9,Large Business,Male,4,4,Basic,5,Single,3,0,1,1,2,Executive,21117,0,Self Enquiry
203894,0,36,Self Enquiry,2,33,Salaried,Fe Male,3,4,Standard,3,Unmarried,3,1,1,1,1,Senior Manager,27515,1,Self Enquiry
203895,0,39,Self Enquiry,3,17,Salaried,Female,4,4,Deluxe,3,Married,3,0,4,0,3,Manager,24021,0,Self Enquiry
203896,1,51,Company Invited,3,7,Salaried,Male,4,4,Deluxe,3,Married,2,0,3,1,2,Manager,25406,1,Company Invited
203897,0,37,Self Enquiry,3,18,Small Business,Female,4,5,Deluxe,3,Married,6,0,1,1,2,Manager,25330,0,Self Enquiry
203898,0,46,Self Enquiry,3,27,Salaried,Female,3,4,Deluxe,3,Unmarried,2,0,1,1,1,Manager,23528,0,Self Enquiry
203899,0,41,Self Enquiry,1,9,Salaried,Male,3,5,Basic,3,Unmarried,4,0,5,0,2,Executive,21487,0,Self Enquiry
203900,0,36,Company Invited,1,25,Salaried,Male,4,4,Deluxe,3,Married,3,1,3,1,1,Manager,24367,0,Company Invited
203901,0,41,Self Enquiry,1,9,Small Business,Female,4,4,Basic,3,Married,4,0,1,1,2,Executive,20679,0,Self Enquiry
203902,0,36,Self Enquiry,1,7,Salaried,Female,4,6,Basic,3,Married,3,0,3,0,2,Executive,21655,0,Self Enquiry
203903,0,30,Self Enquiry,1,20,Salaried,Male,3,5,Deluxe,4,Married,6,1,4,1,1,Manager,22703,0,Self Enquiry
203904,0,30,Self Enquiry,1,35,Small Business,Female,4,5,Basic,5,Unmarried,3,0,1,0,2,Executive,22463,0,Self Enquiry
203905,1,51,Self Enquiry,3,35,Small Business,Male,3,5,Standard,5,Married,6,1,5,0,1,Senior Manager,29532,1,Self Enquiry
203906,0,40,Self Enquiry,3,31,Small Business,Female,3,5,Super Deluxe,3,Married,2,0,1,1,2,AVP,30709,1,Self Enquiry
203907,0,32,Company Invited,1,12,Small Business,Male,4,4,Deluxe,5,Single,2,0,1,0,3,Manager,28614,0,Company Invited
203908,0,27,Self Enquiry,3,12,Salaried,Female,2,5,Basic,3,Unmarried,2,0,1,0,1,Executive,21644,0,Self Enquiry
203909,0,37,Company Invited,1,30,Small Business,Male,3,2,Deluxe,3,Married,6,0,3,0,1,Manager,21249,0,Company Invited
203910,0,40,Self Enquiry,1,13,Small Business,Male,3,5,Standard,5,Married,6,0,4,1,1,Senior Manager,28669,1,Self Enquiry
203911,0,28,Self Enquiry,1,11,Salaried,Male,3,2,Deluxe,4,Married,3,1,4,1,1,Manager,24820,0,Self Enquiry
203912,0,50,Company Invited,3,9,Small Business,Male,4,5,Deluxe,4,Married,4,0,3,1,3,Manager,24068,0,Company Invited
203913,0,35,Self Enquiry,1,15,Small Business,Male,3,2,Deluxe,3,Married,4,0,3,0,2,Manager,23082,0,Self Enquiry
203914,1,42,Self Enquiry,3,7,Salaried,Fe Male,4,4,Deluxe,3,Unmarried,2,1,4,0,3,Manager,24671,1,Self Enquiry
203915,0,50,Company Invited,1,15,Salaried,Male,4,5,Deluxe,4,Married,3,0,1,0,1,Manager,23808,0,Company Invited
203916,1,38,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Single,8,1,3,0,3,Executive,20768,1,Self Enquiry
203917,0,34,Company Invited,1,10,Salaried,Female,3,4,Basic,3,Married,3,1,1,1,2,Executive,21587,0,Company Invited
203918,0,28,Self Enquiry,1,9,Small Business,Male,3,4,Basic,4,Married,2,0,5,1,2,Executive,22146,0,Self Enquiry
203919,0,33,Company Invited,1,9,Salaried,Male,4,4,Basic,3,Unmarried,2,0,3,1,2,Executive,21746,0,Company Invited
203920,0,60,Self Enquiry,1,10,Small Business,Female,3,2,Basic,5,Married,6,1,1,0,2,Executive,21348,0,Self Enquiry
203921,0,31,Self Enquiry,1,31,Salaried,Male,4,4,Basic,3,Married,3,0,3,1,3,Executive,21371,0,Self Enquiry
203922,0,39,Company Invited,1,30,Salaried,Male,3,5,Standard,3,Unmarried,2,0,3,1,1,Senior Manager,28204,1,Company Invited
203923,0,37,Self Enquiry,1,34,Small Business,Male,4,4,Deluxe,3,Married,8,0,3,0,1,Manager,23915,0,Self Enquiry
203924,0,36,Self Enquiry,1,23,Small Business,Male,3,2,Basic,4,Married,2,0,4,1,2,Executive,21104,0,Self Enquiry
203925,0,30,Self Enquiry,1,22,Salaried,Female,3,5,Deluxe,3,Unmarried,2,1,1,1,2,Manager,22871,0,Self Enquiry
203926,0,32,Self Enquiry,1,33,Salaried,Male,3,4,Basic,3,Married,3,0,3,1,2,Executive,21589,0,Self Enquiry
203927,0,35,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Married,2,0,3,0,1,Executive,21339,0,Self Enquiry
203928,1,29,Self Enquiry,1,31,Salaried,Male,3,5,Basic,3,Single,7,1,1,0,1,Executive,20706,1,Self Enquiry
203929,0,30,Self Enquiry,1,28,Salaried,Female,3,2,Standard,5,Married,3,0,5,1,2,Senior Manager,28658,1,Self Enquiry
203930,0,33,Self Enquiry,1,12,Salaried,Male,4,2,Basic,4,Married,2,1,1,1,3,Executive,21976,0,Self Enquiry
203931,0,23,Company Invited,1,23,Small Business,Male,4,2,Basic,3,Married,3,1,3,0,3,Executive,21613,0,Company Invited
203932,0,54,Self Enquiry,3,9,Salaried,Female,4,5,Super Deluxe,3,Married,4,0,3,0,1,AVP,34105,1,Self Enquiry
203933,0,39,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Unmarried,7,1,1,0,1,Executive,22622,0,Self Enquiry
203934,0,25,Company Invited,1,18,Salaried,Female,4,2,Deluxe,3,Married,2,0,5,0,2,Manager,22689,0,Company Invited
203935,1,37,Self Enquiry,3,16,Salaried,Male,3,5,Basic,5,Unmarried,2,0,1,0,1,Executive,22085,1,Self Enquiry
203936,0,35,Self Enquiry,1,14,Salaried,Female,3,4,Standard,4,Single,2,0,5,0,1,Senior Manager,30672,1,Self Enquiry
203937,0,22,Self Enquiry,1,22,Salaried,Male,4,,Basic,3,Single,3,0,5,1,2,Executive,19910,0,Self Enquiry
203938,1,35,Self Enquiry,1,13,Small Business,Male,3,4,Basic,5,Unmarried,4,0,4,0,1,Executive,21638,1,Self Enquiry
203939,0,54,Self Enquiry,1,12,Salaried,Female,3,4,King,3,Married,,0,4,1,1,VP,37772,1,Self Enquiry
203940,1,33,Company Invited,1,23,Salaried,Female,4,6,Basic,5,Unmarried,3,1,4,0,1,Executive,22597,1,Company Invited
203941,0,43,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,4,Married,2,0,3,1,1,Manager,25503,0,Self Enquiry
203942,0,45,Self Enquiry,1,14,Small Business,Female,3,5,Standard,3,Married,5,0,4,0,1,Senior Manager,28926,1,Self Enquiry
203943,0,47,Self Enquiry,3,9,Small Business,Female,3,4,King,5,Single,,0,1,1,2,VP,37625,1,Self Enquiry
203944,0,34,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Single,6,0,3,0,3,Executive,21174,0,Self Enquiry
203945,0,45,Self Enquiry,1,17,Salaried,Male,3,4,Deluxe,3,Married,4,1,3,0,2,Manager,25143,0,Self Enquiry
203946,0,31,Self Enquiry,1,16,Small Business,Male,3,5,Basic,3,Single,3,0,4,0,2,Executive,20884,0,Self Enquiry
203947,1,40,Self Enquiry,3,12,Large Business,Male,3,4,Deluxe,3,Married,5,0,1,0,1,Manager,20764,1,Self Enquiry
203948,1,25,Self Enquiry,1,7,Small Business,Male,4,4,Basic,3,Married,4,1,3,0,3,Executive,20971,1,Self Enquiry
203949,0,44,Self Enquiry,1,9,Small Business,Female,4,2,Basic,3,Married,3,0,1,1,3,Executive,21323,0,Self Enquiry
203950,1,51,Self Enquiry,3,10,Small Business,Male,3,5,Basic,3,Married,3,1,4,1,2,Executive,21361,1,Self Enquiry
203951,0,36,Self Enquiry,3,9,Small Business,Female,4,4,Basic,3,Married,3,0,1,1,3,Executive,20692,0,Self Enquiry
203952,0,37,Self Enquiry,1,12,Salaried,Female,3,5,Basic,5,Married,2,1,1,1,2,Executive,22097,0,Self Enquiry
203953,0,34,Company Invited,3,7,Salaried,Female,3,2,Deluxe,5,Married,4,0,3,0,2,Manager,24054,0,Company Invited
203954,0,36,Self Enquiry,1,11,Salaried,Male,4,4,Basic,3,Married,3,0,4,1,2,Executive,20629,0,Self Enquiry
203955,0,28,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Married,3,0,3,1,2,Executive,21019,0,Self Enquiry
203956,1,27,Self Enquiry,1,32,Salaried,Male,3,6,Basic,3,Single,3,0,1,0,1,Executive,20971,1,Self Enquiry
203957,0,28,Company Invited,3,15,Salaried,Male,3,4,Standard,3,Unmarried,3,0,1,1,1,Senior Manager,27404,1,Company Invited
203958,0,31,Company Invited,1,7,Small Business,Female,3,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,22689,0,Company Invited
203959,1,42,Self Enquiry,1,19,Large Business,Female,3,4,King,3,Married,3,0,4,1,2,VP,38223,1,Self Enquiry
203960,0,35,Company Invited,3,30,Small Business,Male,4,4,Deluxe,3,Unmarried,2,0,5,0,2,Manager,23246,0,Company Invited
203961,0,38,Self Enquiry,1,26,Salaried,Male,4,4,Basic,4,Married,6,0,4,0,2,Executive,21700,0,Self Enquiry
203962,0,47,Company Invited,3,12,Small Business,Male,4,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,24450,0,Company Invited
203963,0,36,Self Enquiry,1,15,Salaried,Male,3,2,Basic,3,Married,3,0,5,1,2,Executive,20947,0,Self Enquiry
203964,1,49,Self Enquiry,1,7,Salaried,Male,4,5,Standard,3,Unmarried,2,1,5,0,1,Senior Manager,24059,1,Self Enquiry
203965,1,29,Self Enquiry,1,12,Large Business,Male,3,4,Basic,3,Unmarried,3,1,1,0,1,Executive,22119,1,Self Enquiry
203966,0,45,Self Enquiry,3,7,Small Business,Female,4,4,Deluxe,5,Married,7,1,1,1,2,Manager,24132,0,Self Enquiry
203967,0,36,Company Invited,1,18,Small Business,Male,4,5,Standard,5,Married,4,1,5,1,3,Senior Manager,28562,1,Company Invited
203968,0,27,Self Enquiry,3,30,Small Business,Female,3,5,Deluxe,3,Married,2,1,1,0,1,Manager,22835,0,Self Enquiry
203969,0,34,Company Invited,1,7,Salaried,Female,4,4,Standard,3,Single,3,1,1,1,1,Senior Manager,32136,1,Company Invited
203970,0,36,Company Invited,3,6,Salaried,Male,4,4,Standard,5,Married,3,0,4,0,1,Senior Manager,27747,1,Company Invited
203971,0,36,Self Enquiry,1,30,Small Business,Female,2,4,Basic,5,Married,5,1,4,0,1,Executive,22692,0,Self Enquiry
203972,0,32,Self Enquiry,1,14,Salaried,Male,3,4,Deluxe,3,Married,5,0,3,0,2,Manager,24593,0,Self Enquiry
203973,0,38,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Married,3,0,5,0,1,Manager,24671,0,Self Enquiry
203974,0,33,Self Enquiry,1,7,Small Business,Male,3,4,Deluxe,3,Married,3,1,4,1,2,Manager,24840,0,Self Enquiry
203975,0,39,Company Invited,1,36,Salaried,Female,3,4,Deluxe,3,Single,3,0,3,1,1,Manager,21084,0,Company Invited
203976,0,51,Self Enquiry,1,14,Small Business,Female,3,5,King,3,Married,,1,4,1,2,VP,37418,1,Self Enquiry
203977,0,60,Self Enquiry,3,32,Salaried,Fe Male,5,4,Standard,5,Unmarried,2,0,3,1,2,Senior Manager,26315,1,Self Enquiry
203978,0,37,Self Enquiry,1,15,Large Business,Female,3,4,Standard,3,Married,3,0,4,1,1,Senior Manager,28774,1,Self Enquiry
203979,0,56,Self Enquiry,1,15,Small Business,Female,3,4,Super Deluxe,3,Married,4,1,3,1,2,AVP,33434,1,Self Enquiry
203980,0,37,Company Invited,1,18,Salaried,Male,4,5,Deluxe,4,Unmarried,3,0,4,1,2,Manager,25177,0,Company Invited
203981,0,46,Self Enquiry,1,14,Salaried,Male,3,4,Standard,5,Married,4,0,3,0,1,Senior Manager,28402,1,Self Enquiry
203982,0,36,Company Invited,1,7,Small Business,Male,4,4,Basic,5,Married,6,0,1,0,2,Executive,20872,0,Company Invited
203983,1,37,Self Enquiry,1,16,Small Business,Male,4,5,Basic,3,Married,2,1,1,1,3,Executive,22066,1,Self Enquiry
203984,0,60,Company Invited,3,7,Salaried,Fe Male,3,5,Deluxe,3,Unmarried,2,0,5,1,1,Manager,24151,0,Company Invited
203985,0,30,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Married,2,0,4,1,1,Executive,21381,0,Self Enquiry
203986,0,32,Self Enquiry,1,7,Small Business,Male,3,4,Basic,4,Single,3,0,3,1,1,Executive,21179,0,Self Enquiry
203987,0,33,Self Enquiry,1,7,Salaried,Male,4,4,Deluxe,4,Married,3,0,3,1,1,Manager,24898,0,Self Enquiry
203988,0,37,Self Enquiry,1,13,Salaried,Female,3,2,Basic,3,Married,5,0,1,0,1,Executive,21716,0,Self Enquiry
203989,0,32,Self Enquiry,1,15,Salaried,Female,4,4,Deluxe,3,Unmarried,3,0,5,1,3,Manager,23102,0,Self Enquiry
203990,0,36,Self Enquiry,3,7,Small Business,Male,3,5,Deluxe,5,Unmarried,2,0,1,1,2,Manager,22990,0,Self Enquiry
203991,0,46,Self Enquiry,1,13,Salaried,Male,3,4,Standard,5,Married,6,1,3,1,2,Senior Manager,31923,1,Self Enquiry
203992,0,38,Self Enquiry,1,14,Small Business,Male,2,4,Standard,3,Single,6,0,1,0,1,Senior Manager,32342,1,Self Enquiry
203993,0,47,Self Enquiry,2,12,Small Business,Male,4,4,Deluxe,4,Married,2,1,5,1,3,Manager,23699,0,Self Enquiry
203994,0,31,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Married,3,1,1,1,2,Manager,23804,0,Self Enquiry
203995,0,36,Self Enquiry,1,7,Small Business,Male,2,5,Basic,3,Unmarried,3,0,4,1,1,Executive,21537,0,Self Enquiry
203996,0,56,Self Enquiry,3,7,Salaried,Male,4,4,Standard,3,Married,5,0,1,0,3,Senior Manager,28917,1,Self Enquiry
203997,0,39,Company Invited,1,13,Small Business,Female,4,6,Deluxe,3,Married,2,1,1,0,3,Manager,24007,0,Company Invited
203998,0,35,Self Enquiry,1,7,Small Business,Male,4,4,Deluxe,4,Married,3,0,5,1,3,Manager,23003,0,Self Enquiry
203999,0,57,Self Enquiry,1,14,Salaried,Male,3,6,Standard,3,Unmarried,6,0,1,0,1,Senior Manager,25938,1,Self Enquiry
204000,0,24,Self Enquiry,3,9,Large Business,Male,4,4,Basic,5,Married,5,0,3,1,3,Executive,21000,0,Self Enquiry
204001,0,52,Self Enquiry,1,16,Salaried,Male,4,4,Basic,3,Married,5,0,3,1,1,Executive,20753,0,Self Enquiry
204002,0,31,Self Enquiry,1,9,Salaried,Male,5,5,Deluxe,3,Married,3,0,4,1,2,Manager,22830,0,Self Enquiry
204003,1,47,Self Enquiry,3,16,Small Business,Male,4,5,Standard,3,Unmarried,3,0,5,1,3,Senior Manager,28297,1,Self Enquiry
204004,0,41,Company Invited,1,7,Salaried,Male,4,5,Super Deluxe,4,Married,3,0,1,1,2,AVP,32181,1,Company Invited
204005,0,52,Self Enquiry,3,28,Small Business,Male,4,4,Deluxe,3,Unmarried,2,1,5,0,3,Manager,24119,0,Self Enquiry
204006,0,31,Self Enquiry,3,11,Small Business,Female,4,5,Deluxe,4,Married,3,1,3,1,1,Manager,23887,0,Self Enquiry
204007,0,47,Company Invited,1,7,Small Business,Male,3,5,Standard,5,Married,4,1,1,1,2,Senior Manager,29351,1,Company Invited
204008,0,33,Self Enquiry,3,13,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,5,1,2,Manager,23688,0,Self Enquiry
204009,0,55,Self Enquiry,1,9,Large Business,Female,3,4,Standard,3,Married,2,0,4,0,1,Senior Manager,32227,1,Self Enquiry
204010,0,25,Self Enquiry,3,10,Salaried,Female,3,4,Deluxe,3,Married,2,0,4,0,1,Manager,23677,0,Self Enquiry
204011,0,29,Company Invited,3,11,Small Business,Male,3,4,Deluxe,3,Married,3,0,1,0,1,Manager,22899,0,Company Invited
204012,0,59,Self Enquiry,3,17,Small Business,Male,3,4,Super Deluxe,3,Single,2,0,3,0,2,AVP,32550,1,Self Enquiry
204013,0,45,Company Invited,1,30,Small Business,Male,4,4,Deluxe,4,Married,6,0,3,0,2,Manager,20720,0,Company Invited
204014,1,38,Self Enquiry,2,13,Salaried,Male,4,4,Basic,5,Married,6,1,1,0,3,Executive,20751,1,Self Enquiry
204015,0,33,Self Enquiry,1,7,Salaried,Male,4,4,Basic,5,Unmarried,3,0,1,0,2,Executive,21634,0,Self Enquiry
204016,1,21,Company Invited,1,13,Salaried,Female,4,5,Basic,3,Unmarried,3,1,1,0,1,Executive,21604,1,Company Invited
204017,0,35,Self Enquiry,1,13,Salaried,Female,3,4,Deluxe,3,Unmarried,3,0,3,0,1,Manager,23487,0,Self Enquiry
204018,0,38,Company Invited,1,9,Salaried,Male,4,5,Deluxe,3,Married,7,0,1,1,3,Manager,23841,0,Company Invited
204019,0,60,Company Invited,2,9,Salaried,Female,3,5,King,3,Married,,0,1,0,2,VP,37522,1,Company Invited
204020,0,51,Company Invited,1,7,Salaried,Female,4,4,King,4,Married,,1,1,0,3,VP,36850,1,Company Invited
204021,1,26,Self Enquiry,3,12,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,3,0,2,Manager,24422,1,Self Enquiry
204022,0,26,Self Enquiry,1,14,Small Business,Male,4,5,Basic,3,Married,3,0,1,0,3,Executive,21567,0,Self Enquiry
204023,0,23,Self Enquiry,1,22,Small Business,Female,3,4,Basic,3,Unmarried,3,0,1,1,2,Executive,21549,0,Self Enquiry
204024,0,52,Company Invited,1,7,Small Business,Fe Male,2,5,Standard,5,Unmarried,5,0,1,1,1,Senior Manager,26162,1,Company Invited
204025,1,35,Company Invited,1,14,Salaried,Male,4,6,Deluxe,3,Unmarried,3,1,5,1,1,Manager,24752,1,Company Invited
204026,0,55,Company Invited,2,33,Salaried,Female,2,2,Super Deluxe,3,Single,,1,3,1,1,AVP,36006,1,Company Invited
204027,0,25,Self Enquiry,1,25,Salaried,Male,3,4,Basic,3,Married,2,0,4,0,1,Executive,21452,0,Self Enquiry
204028,0,35,Self Enquiry,1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,1,1,Manager,23183,0,Self Enquiry
204029,0,38,Self Enquiry,3,10,Salaried,Male,3,4,Standard,3,Unmarried,4,0,3,0,2,Senior Manager,26106,1,Self Enquiry
